@RELATION twitter
@ATTRIBUTE avg_length_chars		real
@ATTRIBUTE avg_length_words		real
@ATTRIBUTE avg_sentiment_pos_words		real
@ATTRIBUTE avg_sentiment_neg_words		real
@ATTRIBUTE avg_sentiment_score		real
@ATTRIBUTE fract_contains_question		real
@ATTRIBUTE fract_contains_exclamation		real
@ATTRIBUTE fract_contains_multiple_quest_exlam		real
@ATTRIBUTE fract_contains_emoticon		real
@ATTRIBUTE avg_number_of_urls		numeric
@ATTRIBUTE fract_contains_pronoun_first_p		real
@ATTRIBUTE fract_contains_pronoun_second_p		real
@ATTRIBUTE fract_contains_pronoun_third_p		real
@ATTRIBUTE fract_contains_urls		real
@ATTRIBUTE fract_urls_top_100		real
@ATTRIBUTE fract_contains_user_mention		real
@ATTRIBUTE fract_contains_hashtag		real
@ATTRIBUTE fract_contains_company		real
@ATTRIBUTE fract_retweeted		real
@ATTRIBUTE num_tweets_day_mon		integer
@ATTRIBUTE num_tweets_day_tues		integer
@ATTRIBUTE num_tweets_day_wed		integer
@ATTRIBUTE num_tweets_day_thur		integer
@ATTRIBUTE num_tweets_day_fri		integer
@ATTRIBUTE num_tweets_day_sat		integer
@ATTRIBUTE num_tweets_day_sun		integer
@ATTRIBUTE most_commonly_tweeted_hour		integer
@ATTRIBUTE fract_source_unpopular		real
@ATTRIBUTE fract_source_unpop_w_url		real
@ATTRIBUTE fract_self_promoting		real
@ATTRIBUTE user_age		numeric
@ATTRIBUTE user_status_count		numeric
@ATTRIBUTE user_num_followers		numeric
@ATTRIBUTE user_num_friends		numeric
@ATTRIBUTE user_verified		{0,1}
@ATTRIBUTE user_has_description		{0,1}
@ATTRIBUTE user_has_url		{0,1}
@ATTRIBUTE user_has_default_profile_image		{0,1}
@ATTRIBUTE user_reputation_ratio		real
@ATTRIBUTE user_followers_to_lifetime		real
@ATTRIBUTE class 		{REAL,SOCIAL}
@DATA
75,11,0.10283620689655171,0.052698275862068975,0.09272284482758616,0.125,0.14655172413793102,0.05603448275862069,0.47844827586206895,0,0.22413793103448276,0.16379310344827586,0.22413793103448276,0.4353448275862069,0.4353448275862069,0.39655172413793105,0.04741379310344827,0.0,0.0,26,30,45,48,36,29,18,22,0.3879310344827586,0.3879310344827586,0.017241379310344827,3224,244,109,81,0,1,1,0,0.5736842105263158,0.03380893300248139,REAL
67,8,0.08484006462035541,0.04355573505654282,0.0760426494345719,0.07108239095315025,0.3069466882067851,0.1777059773828756,0.5379644588045234,0,0.1470113085621971,0.05654281098546042,0.05492730210016155,0.08239095315024232,0.0791599353796446,0.778675282714055,0.14539579967689822,0.0016155088852988692,0.0,106,89,89,110,62,77,86,19,0.029079159935379646,0.029079159935379646,0.017770597738287562,1432,2325,247,980,0,0,0,0,0.2013039934800326,0.17248603351955308,REAL
108,15,0.10821245136186762,0.02295252918287937,0.1867233463035021,0.07003891050583658,0.0669260700389105,0.024124513618677044,0.7276264591439688,0,0.15953307392996108,0.08093385214007782,0.12373540856031129,0.643579766536965,0.6249027237354086,0.709727626459144,0.22412451361867705,0.10583657587548638,0.0,148,211,209,201,157,222,137,17,0.11361867704280156,0.11361867704280156,0.014007782101167316,3298,9596,1375,1079,0,1,1,0,0.5603096984515077,0.4169193450576107,REAL
66,10,0.13918544683857295,0.06598551748498759,0.10648657718120828,0.049099258212645706,0.0639350052984811,0.019780996114447193,0.23843164959378313,0,0.2515012363122571,0.132815259625574,0.14694454256446485,0.09819851642529141,0.09749205227834687,0.7237725185446838,0.11797951253973861,0.004945249028611798,0.0,361,545,407,397,438,391,292,12,0.00035323207347227127,0.00035323207347227127,0.0430943129636171,1451,5573,1117,142,0,1,1,0,0.8872120730738682,0.7698139214334941,REAL
90,14,0.11436549707602356,0.08365529564652378,0.052684275503573755,0.12020792722547108,0.06010396361273554,0.028265107212475632,0.37524366471734893,0,0.3170890188434048,0.12085769980506822,0.2573099415204678,0.30669265756985054,0.30344379467186483,0.5344379467186485,0.0396361273554256,0.00649772579597141,0.0,562,490,446,419,509,285,367,19,0.000649772579597141,0.000649772579597141,0.04126055880441845,3436,44646,29139,906,0,1,1,0,0.9698452321517723,8.480500582072176,REAL
63,7,0.024944444444444443,0.013305555555555555,0.03370833333333334,0.05555555555555555,0.027777777777777776,0.027777777777777776,0.8055555555555556,0,0.08333333333333333,0.05555555555555555,0.1111111111111111,0.3888888888888889,0.3888888888888889,0.25,0.2222222222222222,0.0,0.0,4,2,4,2,5,18,1,22,0.25,0.25,0.0,1995,36,36,229,0,1,0,0,0.13584905660377358,0.01804511278195489,REAL
95,15,0.19904560260586315,0.043583061889250804,0.314185993485342,0.04560260586319218,0.42996742671009774,0.20846905537459284,0.16612377850162866,0,0.21172638436482086,0.15960912052117263,0.16938110749185667,0.03257328990228013,0.029315960912052116,0.6514657980456026,0.6970684039087948,0.003257328990228013,0.0,43,56,42,58,36,50,22,4,0.006514657980456026,0.0,0.003257328990228013,2558,315,317,629,0,1,0,0,0.33509513742071884,0.12392494136043784,REAL
80,11,0.14867703349282288,0.04044736842105264,0.1579270334928229,0.1686602870813397,0.09569377990430622,0.04066985645933014,0.39952153110047844,0,0.3133971291866029,0.13995215311004786,0.045454545454545456,0.37320574162679426,0.3708133971291866,0.5909090909090909,0.061004784688995214,0.0,0.0,150,126,97,124,123,100,116,16,0.05861244019138756,0.05502392344497608,0.013157894736842105,2089,1378,429,1989,0,1,1,0,0.1774193548387097,0.20536141694590712,REAL
79,12,0.12148151658767777,0.0720369668246446,0.08443601895734582,0.08720379146919431,0.16113744075829384,0.09573459715639811,0.26540284360189575,0,0.2976303317535545,0.19146919431279621,0.1791469194312796,0.14028436018957346,0.12511848341232226,0.6369668246445498,0.14976303317535544,0.0,0.0,152,157,169,182,173,118,104,3,0.011374407582938388,0.009478672985781991,0.029383886255924172,1372,1157,135,108,0,1,1,0,0.5555555555555556,0.09839650145772595,REAL
66,9,0.14662061960385997,0.0295469781615033,0.17402244794311839,0.09852717115286948,0.2889791772473337,0.2366683595733875,0.654647028948705,0,0.1691213814118842,0.07618080243778567,0.03250380904012189,0.5835449466734383,0.5332656170644997,0.31843575418994413,0.08176739461655663,0.0,0.0,280,257,291,324,274,265,278,16,0.6510919248349416,0.5398679532757745,0.13103098019299136,2672,15926,794,645,0,1,0,0,0.551772063933287,0.2971556886227545,REAL
83,11,0.11688158609451389,0.05235632808256386,0.12344122759369891,0.060836501901140684,0.10211841390548615,0.046713742531233025,0.7713199348180336,0,0.1830526887561108,0.10646387832699619,0.08690928843020097,0.7256925583921782,0.7246061922868007,0.3568712656165128,0.24225964149918522,0.0005431830526887561,0.0,328,271,323,224,260,235,200,3,0.18794133623030962,0.18739815317762085,0.0005431830526887561,2660,8896,614,1170,0,1,1,0,0.34417040358744394,0.23082706766917294,REAL
57,8,0.15122889969067627,0.07079849756959795,0.12746964206805114,0.049491825011047284,0.06760936809544851,0.03711886875828546,0.24259832081307997,0,0.2624834290764472,0.14007954043305346,0.11179849756959788,0.10782147591692444,0.09500662836942113,0.8515245249668582,0.09942554131683606,0.0008837825894829872,0.0,302,317,292,426,346,271,309,4,0.013256738842244807,0.013256738842244807,0.003535130357931949,1458,8213,642,675,0,1,0,0,0.4874715261958998,0.4403292181069959,REAL
64,10,0.16752916073968727,0.0732059032716928,0.14592869843527734,0.10455192034139403,0.5394736842105263,0.34174964438122335,0.08783783783783784,0,0.28591749644381226,0.11486486486486487,0.1721194879089616,0.02844950213371266,0.02809388335704125,0.48541963015647227,0.2592460881934566,0.0017780938833570413,0.0,397,497,369,509,410,310,320,17,0.00035561877667140827,0.0,0.007467994310099573,2595,3268,141,311,0,1,0,0,0.31194690265486724,0.05433526011560694,REAL
70,11,0.15006166495375156,0.05454607742377529,0.17701247002398104,0.12778348749571772,0.15039397053785544,0.06783144912641316,0.11887632750942104,0,0.289825282631038,0.19047619047619047,0.223706748886605,0.015073655361425145,0.013703323055841042,0.5440219253168893,0.1370332305584104,0.0006851661527920521,0.0,330,510,330,450,344,540,415,3,0.0,0.0,0.08324768756423433,1422,7492,1860,1968,0,1,0,0,0.48589341692789967,1.3080168776371308,REAL
35,5,0.15744138634046886,0.0624138634046891,0.11688379204892947,0.059123343527013254,0.11824668705402651,0.04281345565749235,0.1396534148827727,0,0.06422018348623854,0.046890927624872576,0.04383282364933741,0.02854230377166157,0.01834862385321101,0.2619775739041794,0.10295616717635066,0.0,0.0,134,110,107,146,159,142,183,14,0.0,0.0,0.010193679918450561,1543,4741,111,85,0,1,0,0,0.5663265306122449,0.07193778353856124,REAL
85,12,0.1280296022201664,0.0375531914893617,0.1681831637372803,0.12580943570767808,0.27104532839962997,0.12303422756706753,0.6466234967622572,0,0.32377428307123035,0.1332099907493062,0.16096207215541167,0.38020351526364476,0.3737280296022202,0.301572617946346,0.18316373728029603,0.010175763182238668,0.0,137,157,152,187,172,129,147,3,0.09620721554116558,0.022201665124884366,0.016651248843663275,3192,1148,82,157,0,1,0,0,0.34309623430962344,0.02568922305764411,REAL
69,12,0.1628535803348769,0.06817670110438195,0.16171645885286778,0.04453152832205201,0.09440684004275027,0.04239401496259352,0.2579266120413253,0,0.4089775561097257,0.18988243676522978,0.2550765942287139,0.04132525828286427,0.03669397933737086,0.5158532240826506,0.053794086213038834,0.0007125044531528322,0.0,425,404,517,428,373,318,342,19,0.003206270039187745,0.0003562522265764161,0.014962593516209476,2052,64168,393,195,0,1,1,0,0.6683673469387755,0.1915204678362573,REAL
112,16,0.08603677419354844,0.09292258064516139,-0.035420774193548506,0.10290322580645161,0.13612903225806453,0.046129032258064515,0.5606451612903226,0,0.17935483870967742,0.11483870967741935,0.19838709677419356,0.2564516129032258,0.23838709677419354,0.9687096774193549,0.30451612903225805,0.0067741935483870966,0.0,412,438,455,425,448,433,489,5,0.0032258064516129032,0.0022580645161290325,0.0025806451612903226,2575,9040,85,144,0,1,0,0,0.37117903930131,0.03300970873786408,REAL
97,12,0.1618721804511278,0.015894736842105264,0.32208120300751886,0.03759398496240601,0.41353383458646614,0.09774436090225563,0.849624060150376,0,0.11278195488721804,0.03007518796992481,0.06766917293233082,0.0,0.0,0.12030075187969924,0.8947368421052632,0.0,0.0,19,18,18,18,19,14,27,0,0.0,0.0,0.0,2026,135,42,55,0,0,1,0,0.4329896907216495,0.02073050345508391,REAL
48,6,0.07422310756972113,0.027812749003984064,0.05298764940239044,0.0199203187250996,0.05179282868525897,0.035856573705179286,0.6055776892430279,0,0.07171314741035857,0.01593625498007968,0.02390438247011952,0.2948207171314741,0.26294820717131473,0.47808764940239046,0.06772908366533864,0.00398406374501992,0.0,42,33,44,41,20,36,35,19,0.08366533864541832,0.08366533864541832,0.00398406374501992,2020,2171,189,129,0,1,0,0,0.5943396226415094,0.09356435643564356,REAL
94,16,0.13632232496697483,0.06722027741083231,0.15770066050198167,0.10898282694848084,0.08520475561426684,0.021466314398943198,0.2562747688243065,0,0.4676354029062087,0.23480845442536327,0.22192866578599735,0.142998678996037,0.14200792602377807,0.3243064729194188,0.35303830911492734,0.00297225891677675,0.0,533,461,439,479,387,370,359,5,0.03963011889035667,0.03963011889035667,0.006935270805812417,2736,5838,274,1150,0,1,1,0,0.19241573033707865,0.10014619883040936,REAL
98,15,0.12363286599282686,0.0737391587870884,0.08707795891750901,0.10074991848712096,0.057711118356700356,0.011737854581023801,0.34365829801108577,0,0.38767525268992503,0.13955004890772743,0.28627323117052494,0.14574502771437886,0.13857189435930878,0.6951418324095207,0.27746984023475707,0.004564721225953701,0.0,322,412,413,753,429,301,437,23,0.025758069775024452,0.004238669709814151,0.006847081838930551,2733,47956,1299,2001,0,1,1,0,0.3936363636363636,0.47530186608122943,REAL
68,11,0.12296428571428566,0.05862103174603173,0.10421269841269844,0.125,0.19047619047619047,0.025793650793650792,0.2638888888888889,0,0.251984126984127,0.061507936507936505,0.125,0.16666666666666666,0.16666666666666666,0.19047619047619047,0.14087301587301587,0.06944444444444445,0.0,61,65,81,81,84,62,70,13,0.3392857142857143,0.03968253968253968,0.003968253968253968,2506,525,36,71,0,1,1,0,0.3364485981308411,0.014365522745411013,REAL
70,11,0.12343255813953485,0.06458488372093027,0.1036288372093022,0.09534883720930233,0.14069767441860465,0.05465116279069768,0.2686046511627907,0,0.24651162790697675,0.13023255813953488,0.18953488372093022,0.06744186046511629,0.053488372093023255,0.6255813953488372,0.15930232558139534,0.0034883720930232558,0.0,122,164,72,81,114,152,155,4,0.0034883720930232558,0.0034883720930232558,0.026744186046511628,1425,977,212,400,0,1,0,0,0.3464052287581699,0.14877192982456142,REAL
58,9,0.1513842527109856,0.05780339462517681,0.1540444130127301,0.12918434700612919,0.2215935879302216,0.20886374351720888,0.3102310231023102,0,0.2824139556812824,0.13625648279113625,0.13955681282413956,0.05469118340405469,0.047619047619047616,0.5502121640735502,0.19000471475719,0.000942951438000943,0.0,294,278,255,237,254,404,399,15,0.000942951438000943,0.000942951438000943,0.02215935879302216,1508,5343,159,273,0,1,1,0,0.3680555555555556,0.10543766578249338,REAL
72,12,0.20359411764705898,0.08151985294117646,0.20506496323529352,0.125,0.6386029411764705,0.24044117647058824,0.49375,0,0.4077205882352941,0.1775735294117647,0.17316176470588235,0.010661764705882353,0.010661764705882353,0.674264705882353,0.02426470588235294,0.0033088235294117647,0.0,353,354,377,435,385,410,406,19,0.0007352941176470588,0.0007352941176470588,0.004779411764705883,1453,15840,1532,517,0,1,0,0,0.7476817959980478,1.0543702684101859,REAL
66,11,0.19501073035652466,0.06382242990654204,0.2187150224991346,0.12599515403253722,0.4392523364485981,0.19556940117687782,0.3181031498788508,0,0.31671858774662515,0.08965039806161301,0.1952232606438214,0.13672551055728627,0.1360332294911734,0.5860159224645206,0.20906888196607823,0.006230529595015576,0.0,507,479,480,458,302,266,397,22,0.035998615437867774,0.02699896157840083,0.0010384215991692627,2680,3278,204,459,0,1,1,0,0.3076923076923077,0.07611940298507462,REAL
80,12,0.1306340819022458,0.06052575957727875,0.12751360634081904,0.10039630118890357,0.14795244385733158,0.0891677675033025,0.40158520475561427,0,0.2001321003963012,0.10634081902245707,0.16512549537648613,0.2899603698811096,0.285997357992074,0.6664464993394981,0.3817701453104359,0.011889035667107,0.0,205,194,201,190,257,239,228,18,0.12549537648612946,0.06472919418758256,0.007926023778071334,2664,1679,79,262,0,1,0,0,0.2316715542521994,0.029654654654654656,REAL
78,11,0.1936589810338418,0.0288527333581257,0.27933938267013797,0.08776496838973596,0.4871699516548903,0.20490888806247676,0.30903681666046856,0,0.13164745258460395,0.1461509854964671,0.13425065079955373,0.07437709185570844,0.06470806991446634,0.7768687244328747,0.5820007437709186,0.0029750836742283376,0.0,444,379,568,410,244,335,309,15,0.008181480104127928,0.008181480104127928,0.03272592041651171,2598,59918,1377,209,0,1,1,0,0.8682219419924337,0.5300230946882217,REAL
117,16,0.1203973951715376,0.08516836086404064,0.059695616264295,0.06003811944091487,0.28621346886912324,0.13500635324015248,0.7020330368487929,0,0.16073697585768743,0.0724269377382465,0.15247776365946633,0.37801778907242695,0.36181702668360866,0.6578780177890724,0.6670902160101652,0.004764930114358323,0.0,502,506,605,484,348,256,447,16,0.0015883100381194409,0.0015883100381194409,0.009212198221092757,2550,23145,594,731,0,1,0,0,0.4483018867924528,0.23294117647058823,REAL
106,15,0.12687432561091724,0.0392132656299587,0.18634262139003477,0.10631545541098064,0.194858774992066,0.058394160583941604,0.5293557600761662,0,0.1634401777213583,0.11298000634719137,0.13329101872421453,0.4417645192002539,0.42367502380196764,0.7991113932085052,0.3068867026340844,0.015867978419549348,0.0,468,503,493,636,642,191,218,15,0.020628371945414153,0.003808314820691844,0.01364646144081244,3287,10218,3152,2522,0,1,1,0,0.5555163905534015,0.9589291146942501,REAL
77,14,0.23659292035398224,0.03160176991150443,0.3851469026548672,0.07079646017699115,0.1592920353982301,0.1415929203539823,0.4690265486725664,0,0.26548672566371684,0.1592920353982301,0.09734513274336283,0.0,0.0,0.061946902654867256,0.08849557522123894,0.0,0.0,7,23,13,16,19,14,21,22,0.0,0.0,0.0,1521,350,5,4,0,0,0,0,0.5555555555555556,0.003287310979618672,REAL
55,9,0.1786573660714286,0.05048883928571431,0.16849776785714266,0.09486607142857142,0.06696428571428571,0.027901785714285716,0.38950892857142855,0,0.24776785714285715,0.16183035714285715,0.0703125,0.052455357142857144,0.05022321428571429,0.6272321428571429,0.05580357142857143,0.0011160714285714285,0.0,135,86,128,151,108,138,150,13,0.0390625,0.03794642857142857,0.020089285714285716,2072,3484,408,244,0,1,0,0,0.6257668711656442,0.1969111969111969,REAL
60,9,0.09431705455932841,0.065330789774895,0.04520648607401752,0.08279282716520411,0.04692865318580695,0.014498283098054178,0.3086608164822587,0,0.21289584128195346,0.1186570011446013,0.18237314002289204,0.07783288821060663,0.0770698206791301,0.49637542922548644,0.05303319343761923,0.009538344143456695,0.0,365,394,351,296,443,345,427,18,0.02174742464708127,0.02174742464708127,0.011446012972148036,1544,18492,930,282,0,1,0,0,0.7673267326732673,0.6023316062176166,REAL
82,12,0.19097197494230136,0.054339927464556556,0.24456993076162198,0.18199802176063304,0.3066271018793274,0.12100230794592813,0.36135839103198153,0,0.206396307286515,0.12199142762940983,0.23112429937355752,0.1862842070557204,0.17276623804813715,0.8394329047148038,0.1361688097593142,0.006923837784371909,0.0,480,537,379,458,285,585,309,8,0.26706231454005935,0.08440487965710518,0.008242664029014177,1999,24586,1201,1679,0,1,0,0,0.4170138888888889,0.6008004002001001,REAL
43,6,0.08856653992395433,0.017285171102661596,0.10011882129277563,0.03612167300380228,0.049429657794676805,0.034220532319391636,0.43346007604562736,0,0.09695817490494296,0.030418250950570342,0.009505703422053232,0.3973384030418251,0.3973384030418251,0.053231939163498096,0.0038022813688212928,0.0,0.0,83,80,90,100,116,34,23,14,0.0,0.0,0.0,3260,784,571,1991,0,1,1,0,0.2228727556596409,0.17515337423312882,REAL
63,10,0.12249855630413845,0.07822906641000962,0.07699817131857542,0.09817131857555342,0.03176130895091434,0.019249278152069296,0.12800769971126083,0,0.2897016361886429,0.22329162656400384,0.1260827718960539,0.029836381135707413,0.012512030798845043,0.5928777670837344,0.15014436958614052,0.0019249278152069298,0.0,105,148,170,171,147,182,116,13,0.0,0.0,0.0038498556304138597,1461,1779,256,564,0,1,0,0,0.3121951219512195,0.17522245037645448,REAL
58,9,0.15096605854900289,0.0972655918540518,0.07749482392872284,0.09164191769198134,0.07085277895630038,0.027577428935086974,0.2006788290199406,0,0.2044972422571065,0.09418752651675859,0.10733983877810777,0.06533729316928298,0.06279168434450573,0.5816716164616037,0.037335596096733134,0.0012728044123886295,0.0,422,191,369,213,327,381,454,12,0.0021213406873143827,0.0021213406873143827,0.008909630886720407,2699,13551,341,971,0,1,0,0,0.25990853658536583,0.12634309003334568,REAL
60,10,0.1047073347857661,0.10449092229484398,0.004090377632534501,0.0784313725490196,0.03848946986201888,0.025417574437182282,0.23021060275962238,0,0.307915758896151,0.13507625272331156,0.21423384168482207,0.06209150326797386,0.03776325344952796,0.42919389978213507,0.04212055192447349,0.0014524328249818446,0.0,482,399,287,440,330,343,473,5,0.005083514887436456,0.0039941902687000725,0.04030501089324619,2070,14690,480,442,0,1,0,0,0.5206073752711496,0.2318840579710145,REAL
90,13,0.12656454221934657,0.066963118731802,0.11402487868003898,0.1582012293756066,0.2597864768683274,0.0459398252992559,0.28243286962148173,0,0.21352313167259787,0.13102555807182142,0.18214170171465546,0.18214170171465546,0.17211258492397283,0.7470074409576188,0.1963765771594953,0.0038822387576835974,0.0,489,499,579,509,312,344,359,6,0.14364283403429312,0.06599805888062116,0.0006470397929472663,2077,3661,287,419,0,1,0,0,0.4065155807365439,0.13818006740491093,REAL
53,7,0.15845157657657674,0.053020270270270196,0.14093355855855902,0.046734234234234236,0.12274774774774774,0.0365990990990991,0.2759009009009009,0,0.16103603603603603,0.15596846846846846,0.05349099099099099,0.19031531531531531,0.17398648648648649,0.40202702702702703,0.21565315315315314,0.0005630630630630631,0.0,227,173,266,129,315,280,386,13,0.14695945945945946,0.14695945945945946,0.011824324324324325,2061,13001,1380,1232,0,1,1,0,0.5283307810107197,0.6695778748180495,REAL
89,13,0.19136919191919186,0.057754040404040426,0.20963792929292907,0.10555555555555556,0.5015151515151515,0.1595959595959596,0.5121212121212121,0,0.1297979797979798,0.1484848484848485,0.11616161616161616,0.20555555555555555,0.2005050505050505,0.6363636363636364,0.2813131313131313,0.0030303030303030303,0.0,279,233,268,320,414,213,253,21,0.011111111111111112,0.000505050505050505,0.022222222222222223,3182,2024,1461,1448,0,1,1,0,0.5022344448264008,0.45914519170333123,REAL
68,11,0.1228771990341498,0.05619937909624013,0.1134855812349085,0.0793377026560883,0.04794756812694032,0.04380820972749224,0.34080717488789236,0,0.27664711969644706,0.09589513625388064,0.1593652983787513,0.04932735426008968,0.047602621593652986,0.2635391514315281,0.1679889617109348,0.003104518799586064,0.0,373,396,464,473,491,360,342,4,0.0,0.0,0.028975508796136598,2002,8493,463,675,0,1,0,0,0.4068541300527241,0.23126873126873126,REAL
83,13,0.12327893674293403,0.06478633916554508,0.10784569313593552,0.09185733512786003,0.09421265141318977,0.04609690444145357,0.4034320323014805,0,0.23115746971736204,0.10296096904441454,0.1917900403768506,0.14535666218034993,0.13324360699865412,0.6160834454912517,0.17866756393001346,0.004037685060565276,0.0,483,489,454,395,434,289,428,18,0.012113055181695828,0.011440107671601614,0.014131897711978465,2118,11631,1467,363,0,1,0,0,0.8016393442622951,0.6926345609065155,REAL
69,11,0.1479945054945055,0.05277747252747253,0.1772101648351647,0.1043956043956044,0.1813186813186813,0.057692307692307696,0.15384615384615385,0,0.33791208791208793,0.23076923076923078,0.22802197802197802,0.024725274725274724,0.019230769230769232,0.29395604395604397,0.36813186813186816,0.0027472527472527475,0.0,71,55,55,46,38,54,45,5,0.005494505494505495,0.0027472527472527475,0.04945054945054945,1538,410,50,141,0,1,0,0,0.2617801047120419,0.032509752925877766,REAL
62,9,0.07678750000000004,0.05884250000000003,0.03820708333333334,0.08583333333333333,0.08833333333333333,0.035,0.37333333333333335,0,0.18166666666666667,0.0875,0.09583333333333334,0.115,0.11166666666666666,0.6066666666666667,0.055,0.005,0.0,167,126,258,131,96,141,281,21,0.0,0.0,0.035833333333333335,2001,29670,191,194,0,0,0,0,0.4961038961038961,0.09545227386306847,REAL
58,10,0.12497513711151752,0.08612248628884822,0.05554307129798895,0.06398537477148081,0.026691042047531994,0.017915904936014627,0.09177330895795247,0,0.3623400365630713,0.1846435100548446,0.1842778793418647,0.02413162705667276,0.016453382084095063,0.46581352833638023,0.07166361974405851,0.0010968921389396709,0.0,420,435,465,331,299,341,444,23,0.0021937842778793418,0.0007312614259597807,0.04716636197440585,2113,8512,1277,1202,0,1,1,0,0.5151270673658733,0.6043539990534784,REAL
74,12,0.12316472932580552,0.06885254068415811,0.09620787113915673,0.14679508468947194,0.053802723347725005,0.029226170707406178,0.05745599468615078,0,0.3543673198272999,0.11026237130521421,0.2587180338757888,0.02025905014945201,0.01959481899701096,0.65825307206908,0.07173696446363334,0.002656924609764198,0.0,453,441,449,365,356,433,514,1,0.0036532713384257723,0.0006642311524410495,0.007970773829292593,3160,11239,639,559,0,1,0,0,0.5333889816360601,0.20221518987341772,REAL
96,14,0.2394918954680775,0.04546080052927556,0.3419183261660603,0.05755871650678134,0.41614290439960305,0.227919285478002,0.5580549123387364,0,0.35196824346675487,0.2990406880582203,0.22229573271584518,0.09923916639100232,0.0926232219649355,0.8346013893483295,0.2530598742970559,0.0009923916639100231,0.0,390,361,455,592,510,292,423,23,0.0,0.0,0.004631161098246774,3162,7629,214,101,0,1,0,0,0.6793650793650794,0.06767868437697659,REAL
75,13,0.1463213499633161,0.10982024944974321,0.07057945707997058,0.07116654438738078,0.04768892149669846,0.019075568598679385,0.0851063829787234,0,0.44900953778429936,0.18268525311812178,0.20616287600880412,0.018341892883345562,0.01760821716801174,0.25605282465150403,0.0851063829787234,0.001467351430667645,0.0,268,213,189,192,190,145,166,4,0.0,0.0,0.01760821716801174,1388,1521,100,103,0,1,1,0,0.49261083743842365,0.07204610951008646,REAL
97,13,0.10441509433962247,0.017586357039187223,0.17850667634252565,0.05128205128205128,0.1282051282051282,0.016932752781809387,0.7242380261248186,0,0.08369617803580068,0.045960328979196906,0.04934687953555878,0.3826802128688921,0.3807450411223996,0.26850507982583455,0.14029995162070633,0.0024189646831156266,0.0,288,308,331,292,294,269,285,18,0.028059990324141266,0.024189646831156264,0.00822447992259313,3246,2151,2912,804,0,1,1,0,0.7836383207750269,0.8971041281577325,REAL
59,9,0.11351144756277698,0.09083825701624819,0.037610302806499206,0.03877400295420975,0.07163958641063516,0.030280649926144758,0.36225997045790254,0,0.24261447562776958,0.15583456425406203,0.13847858197932053,0.21971935007385524,0.1502954209748892,0.6440177252584933,0.061299852289512555,0.0014771048744460858,0.0,340,287,385,404,561,488,243,22,0.0014771048744460858,0.0007385524372230429,0.019940915805022157,1441,3383,508,1158,0,1,0,0,0.304921968787515,0.3525329632199861,REAL
58,10,0.1640581516095539,0.12647559709241976,0.02250654205607475,0.021806853582554516,0.09865005192107996,0.07199723087573555,0.26064382139148495,0,0.2544132917964694,0.10695742471443406,0.13291796469366562,0.155417099342333,0.155417099342333,0.19141571478020075,0.056420906888196606,0.00034614053305642093,0.0,460,405,420,372,412,345,475,14,0.1536863966770509,0.1536863966770509,0.020422291450328832,1991,7964,159,154,0,1,0,0,0.5079872204472844,0.07985936715218483,REAL
81,12,0.16424292297564222,0.03210269914417379,0.2474017445687951,0.11553653719552337,0.1382488479262673,0.037524687294272545,0.4789335088874259,0,0.2323897300855826,0.1652402896642528,0.1662277814351547,0.2913100724160632,0.2817643186306781,0.5826201448321264,0.21691902567478605,0.004279131007241606,0.0,447,432,422,379,502,386,470,16,0.1968400263331139,0.1510862409479921,0.1227781435154707,3174,7130,6021,5032,0,1,1,0,0.5447389848909798,1.8969754253308129,REAL
84,12,0.12889130434782606,0.0527391304347826,0.14071304347826083,0.10869565217391304,0.2717391304347826,0.1956521739130435,0.6630434782608695,0,0.20652173913043478,0.14130434782608695,0.11956521739130435,0.20652173913043478,0.20652173913043478,0.8478260869565217,0.08695652173913043,0.010869565217391304,0.0,9,6,18,17,21,8,13,1,0.021739130434782608,0.010869565217391304,0.0,3192,96,66,1024,0,0,0,1,0.060550458715596334,0.020676691729323307,REAL
59,10,0.11020258620689652,0.10216091954022986,0.0315125,0.2025862068965517,0.10632183908045977,0.19540229885057472,0.1206896551724138,0,0.46264367816091956,0.15086206896551724,0.14655172413793102,0.035919540229885055,0.03017241379310345,0.35488505747126436,0.0014367816091954023,0.0014367816091954023,0.0,78,91,96,107,100,109,115,13,0.0,0.0,0.004310344827586207,1381,950,34,73,0,0,0,0,0.3177570093457944,0.024619840695148443,REAL
57,9,0.14545255474452573,0.10454562043795639,0.06790759124087636,0.05364963503649635,0.31204379562043794,0.18759124087591242,0.22956204379562045,0,0.3427007299270073,0.15656934306569342,0.14854014598540147,0.1521897810218978,0.14489051094890512,0.47664233576642334,0.05620437956204379,0.0,0.0,382,561,512,470,388,253,174,3,0.12956204379562045,0.12737226277372263,0.04671532846715328,2029,11859,348,317,0,0,0,0,0.5233082706766917,0.17151306062099556,REAL
76,11,0.09960783645655881,0.11983645655877354,-0.04511431005110745,0.04667802385008518,0.049403747870528106,0.023509369676320273,0.434412265758092,0,0.1717206132879046,0.10562180579216354,0.14514480408858604,0.18126064735945485,0.17683134582623508,0.6919931856899489,0.262350936967632,0.003747870528109029,0.0,215,525,312,407,525,442,509,23,0.9945485519591142,0.1809199318568995,0.006473594548551959,2544,36373,1400,402,0,1,1,0,0.7769145394006659,0.550314465408805,REAL
